"","Provincia","Total","0 años","1 año","2 años","3 años","4 años","5 años","6 años","7 años","8 años","9 años","10 años","11 años","12 años","13 años","14 años","15 años","16 años","17 años","18 años","19 años","20 años","21 años","22 años","23 años","24 años","25 años","26 años","27 años","28 años","29 años","30 años","31 años","32 años","33 años","34 años","35 años","36 años","37 años","38 años","39 años","40 años","41 años","42 años","43 años","44 años","45 años","46 años","47 años","48 años","49 años","50 años","51 años","52 años","53 años","54 años","55 años","56 años","57 años","58 años","59 años","60 años","61 años","62 años","63 años","64 años","65 años","66 años","67 años","68 años","69 años","70 años","71 años","72 años","73 años","74 años","75 años","76 años","77 años","78 años","79 años","80 años","81 años","82 años","83 años","84 años","85 años","86 años","87 años","88 años","89 años","90 años","91 años","92 años","93 años","94 años","95 años","96 años","97 años","98 años","99 años","100 y más años","file","año","sexo"
"389","14 Córdoba",403102.23754,4008.913093,4171.510646,4069.370543,3988.387886,4059.072795,3980.782429,4091.151454,4034.92737,3956.981262,3954.21388,3951.771272,3977.505535,3969.944868,4256.108713,4537.860767,4741.072961,4715.441964,4912.530002,4854.294658,4801.696276,4922.070007,5089.04969,5123.6118,5327.251101,5294.153594,5566.205517,5509.108402,5792.664368,5794.720597,5992.200152,6032.454468,6080.406222,5955.792093,5960.274756,5841.263826,5945.856707,5911.466022,6126.556914,6125.067651,6170.303058,6512.02056,6270.617781,6270.826978,6682.961086,6322.149776,5935.657817,5861.989714,5827.452611,5586.739433,5598.745814,5286.834674,4987.321666,4729.446381,4493.017411,4513.790875,4272.394659,3940.406564,3342.763499,4118.72847,4560.339584,4005.005699,3505.335195,4196.04135,4042.921304,4025.48898,3534.290842,3157.622002,4086.177438,3037.708934,3321.772454,3427.192322,4044.306384,3947.354103,3753.601896,4185.571584,3921.717121,3797.169573,3623.651965,3507.974087,3445.627943,3042.5923,2958.362983,2696.402252,2401.993052,2259.516884,1953.236311,1711.041669,1445.103338,1112.226599,943.535513,765.907378,597.109343,530.439191,415.950711,277.438261,258.756216,157.286192,115.329723,95.746325,40.074502,49.436949,"2008mujeres.xls","2008","mujeres"
"390","15 Coruña, A",586209.457164,4356.607775,4419.695828,4485.27352,4291.408184,4294.937657,4104.572978,4192.51644,4099.995196,4019.493868,3913.467326,3944.148087,3960.074387,4002.105001,4112.735104,4503.161237,4547.870768,4563.367842,4748.172229,4927.032146,5226.018925,5446.087373,5624.001832,6027.380244,6572.330187,6981.957317,7478.479321,7971.735434,8419.545583,8719.227593,9507.832198,9291.505358,9559.064399,9713.374557,9319.816753,9166.448353,9105.868873,9112.151239,8918.264031,9061.096388,9077.874743,8848.677802,8944.013911,8708.102331,8689.632737,8541.041662,8264.352306,8260.899219,8398.292889,8358.078463,8261.586058,8235.070376,7896.928071,7465.888132,7356.746181,7454.936993,7545.356804,7043.235219,7166.494402,7575.229549,7918.483578,7055.713567,7589.739563,7553.270562,7197.13088,7266.238698,6270.843277,5980.148909,6494.091173,4889.655627,5157.120695,6148.057222,7218.716821,7037.080007,7236.669007,7019.70629,6877.206946,6199.429911,6092.9478,5809.524263,5536.866012,4957.205521,4663.9509,4256.532635,4084.220609,3795.868419,3640.197542,2955.562712,2919.590909,2312.157452,1994.967289,1670.521654,1336.980364,1138.741136,881.135556,667.012753,531.920592,372.457539,260.248574,151.702748,118.846013,149.73606,"2008mujeres.xls","2008","mujeres"
"391","16 Cuenca",106058.945744,837.424119,893.186658,871.048447,903.101018,905.102775,914.374278,894.539475,959.640669,944.446821,1007.902547,901.600587,934.680725,984.535318,932.352877,1043.599215,1076.119777,1138.643984,1123.52217,1162.393608,1210.942776,1293.18645,1277.891894,1315.791935,1282.305436,1319.257634,1343.499894,1400.123248,1382.306473,1345.120455,1421.361219,1430.003937,1461.555653,1442.086061,1455.914863,1461.676827,1440.553092,1457.694646,1436.168376,1522.57002,1552.738023,1560.715217,1521.38587,1533.083182,1571.727599,1622.614791,1550.015244,1519.200935,1530.879118,1395.985404,1318.444096,1313.642825,1079.261743,1085.465656,1005.640927,1002.503497,1113.776725,964.996542,1036.640809,1026.29173,1071.110865,971.308783,962.883861,1005.65732,1029.240475,1100.217721,1013.979949,1019.647928,1609.031155,736.246951,965.706279,1279.532383,1350.140773,1334.842993,1328.183445,1458.44721,1255.293987,1219.306582,1297.124084,1257.264015,1234.13639,1131.612097,1030.481426,919.032217,889.322277,823.659761,813.738055,716.248166,574.347374,402.639579,408.151596,287.058182,241.725023,214.82173,175.002622,140.390609,103.852256,85.227098,65.142272,42.086555,21.763037,40.104773,"2008mujeres.xls","2008","mujeres"
"392","20 Gipuzkoa",355198.854287,3500.678258,3488.568784,3344.015769,3416.48959,3324.683743,3251.083943,3122.481338,3057.502547,3037.380086,2882.494133,2840.307023,2866.042805,2688.769954,2609.573186,2705.169554,2707.383588,2664.369868,2785.192242,2851.156627,2959.840138,2969.644353,3277.700308,3430.459252,3567.624775,3856.573322,4146.42081,4478.483188,4550.319031,4938.61873,5333.450999,5606.010351,5783.069965,5679.032214,5785.680813,5653.127863,5560.513888,5557.491626,5399.627725,5432.426342,5307.647739,5436.072323,5508.772762,5589.202229,5716.265642,5467.021793,5368.101413,5297.103754,5403.878226,5421.352884,5245.244486,5050.360597,4903.688596,4800.276491,4694.97998,4668.843971,4663.326398,4567.135684,4460.733935,4624.569213,4771.724039,4538.400903,4487.531621,4629.399449,4234.186643,4143.981053,3431.793635,3325.131289,3598.957439,2805.841259,2942.23168,3337.79818,3711.651674,3611.574253,3695.089665,3649.810858,3644.503517,3316.497082,3370.27707,3128.478963,3169.642746,2854.199983,2784.697463,2525.354989,2455.542496,2224.777852,1949.83471,1682.024848,1532.833049,1184.381278,1081.718666,932.500778,743.807775,603.719557,522.895845,398.763947,284.485386,199.725397,133.915712,89.382866,65.118709,100.633116,"2008mujeres.xls","2008","mujeres"
"393","17 Girona",353771.054508,4046.604527,4246.505692,3930.848889,4012.490962,3888.89314,3477.726717,3527.419056,3596.098821,3349.852469,3336.559059,3245.04008,3194.149913,3176.250713,3216.31842,3164.764065,3352.263963,3303.427058,3254.929936,3403.285366,3572.685861,3666.821112,3919.181823,4226.830111,4422.137976,4760.580835,5006.262813,5333.886939,5904.158553,6005.474451,6229.353944,6345.317449,6190.113823,6281.788051,6258.331256,6086.493863,5941.194224,5753.521938,5626.426783,5650.617115,5576.07939,5599.127413,5431.077244,5436.705456,5536.262163,5312.569979,5270.203104,4973.823071,5136.933693,5023.229836,4855.590518,4803.350173,4538.870769,4362.078185,4269.737578,4075.234006,4101.768574,3837.934035,3889.794837,3776.180802,4034.412406,3766.973054,3441.138267,3510.713374,3335.126809,3218.881155,2855.75436,2779.351745,3306.061311,1838.42844,2351.311332,2899.479256,3101.80649,2998.333251,2998.883309,2942.362519,2996.134687,2844.731123,2933.726292,2608.504641,2531.399454,2375.484153,2464.225253,2195.177829,2030.178607,1856.917203,1750.284977,1601.313749,1337.830866,1039.019182,907.530282,744.303991,570.259327,480.2327,457.432539,315.771241,210.935292,147.494428,115.406458,62.054182,45.572847,58.957535,"2008mujeres.xls","2008","mujeres"
"394","18 Granada",454920.992256,5143.876008,5015.667886,4911.091177,4798.017685,4756.917546,4463.58899,4776.478043,4642.904211,4632.601718,4716.687342,4506.686736,4664.220089,4678.873419,4620.46107,4880.047394,5197.64861,5188.811258,5256.768639,5419.865768,5478.931246,5647.337968,5668.213817,5875.810453,6155.762725,6355.582159,6591.391542,6943.05772,7224.349825,7252.465235,7268.562333,7234.527278,7300.304478,7355.874395,7218.415286,6966.578946,6884.001851,7012.013626,6852.478173,6947.258627,7117.495524,7456.627016,7152.65935,7242.988709,7447.98347,6829.188069,6700.315309,6479.615926,6594.158622,6339.775809,6394.393993,5902.950805,5451.322114,5144.541319,5073.025768,4985.796668,4811.191036,4484.098413,4393.648253,4587.866406,4912.238465,4494.356246,4169.937438,4680.913618,4255.730476,4358.805318,3756.871339,3508.959545,4484.435111,3191.127525,3444.60434,4003.242584,4418.263352,4197.41153,4132.2395,4307.818787,4194.700585,3936.309467,3964.805318,3578.768178,3326.525713,3102.157693,2837.137387,2589.504992,2480.808756,2084.836814,1954.413597,1512.632555,1281.599817,965.879337,826.994768,717.381838,506.19287,465.658072,337.993234,251.382394,186.638236,131.671585,111.949468,59.249811,29.284891,75.785855,"2008mujeres.xls","2008","mujeres"
"395","19 Guadalajara",115292.646649,1398.357109,1341.668873,1288.409763,1342.126624,1380.475939,1226.607114,1283.135481,1207.737255,1150.717695,1158.907249,1123.761801,1098.339957,1094.527793,1083.014398,1082.041894,1221.968685,1072.587599,1070.921035,1148.270303,1268.900562,1264.416331,1321.876788,1394.785133,1379.933877,1603.87587,1724.327612,1784.715973,1886.477843,2078.872072,2145.59551,2206.530712,2329.821047,2148.018015,2131.199014,2128.31419,2084.358428,1991.504601,2025.322217,1972.002719,1994.075639,1927.111645,1908.585559,1835.375119,1891.998311,1759.399085,1737.104339,1627.849249,1628.771118,1555.448786,1529.652567,1413.520406,1352.563108,1332.863462,1243.651334,1147.624073,1166.29555,984.986934,1107.582386,1042.52185,979.572627,966.694459,914.364236,921.742297,862.858334,903.3079,721.521797,699.323702,962.01819,584.854878,702.575517,871.218614,916.316566,909.36956,897.351704,919.88512,994.147509,877.062807,918.706421,846.319465,850.128633,765.351325,802.66285,754.7176,668.602975,644.904926,595.611899,526.312658,464.593304,364.407934,318.890358,266.014528,244.378168,206.709882,168.410819,131.272291,100.711206,61.996401,58.679224,38.750429,15.937584,42.984351,"2008mujeres.xls","2008","mujeres"
"396","21 Huelva",254278.403436,2799.148768,2782.103254,2829.693732,2582.883168,2682.013051,2604.524101,2639.682239,2619.818087,2552.590096,2549.791629,2375.066858,2445.034979,2514.994731,2534.537793,2728.356702,2690.47988,2834.247199,2898.507769,3041.90348,3056.820242,3201.188309,3358.229472,3405.174489,3593.705452,3743.33944,4091.37585,4104.484005,4296.781184,4339.437284,4418.30566,4405.002408,4609.215292,4410.841942,4378.731589,4320.961882,4289.950752,4173.51268,4203.195382,4241.491415,4132.604545,4300.51937,4045.259759,3877.218221,4033.781076,3762.751734,3580.571921,3556.980504,3530.419287,3399.387326,3404.104929,3292.576951,2915.277337,2940.272204,2671.335163,2577.794072,2653.446678,2509.002187,2354.309457,2472.408056,2760.404613,2573.007978,2176.032981,2574.727331,2401.177677,2508.179633,1945.339616,1740.845035,2453.441465,1817.641513,1664.485785,1878.214193,2271.287647,2243.242414,2063.318761,2380.272583,2200.830077,2002.430939,1854.01771,1796.957708,1715.435162,1467.456986,1388.038606,1251.554988,1186.998632,1098.051385,985.301798,858.794481,824.38445,561.716225,508.804866,433.462635,330.078673,266.947239,224.125372,160.449167,111.575183,79.643865,49.851036,45.014876,18.135715,49.583415,"2008mujeres.xls","2008","mujeres"
"397","22 Huesca",110098.387666,963.94612,975.300788,933.619837,986.939688,903.942677,922.818044,983.965041,934.697609,969.396391,886.450214,944.366565,944.871389,856.151075,931.608544,857.101306,976.71124,975.602151,918.605226,946.022783,1008.434608,1103.549625,1178.739828,1177.351488,1215.605902,1227.101143,1406.185981,1441.223763,1517.587472,1571.264773,1706.594899,1676.87583,1682.970502,1649.520642,1619.702554,1666.192381,1565.87457,1550.562538,1593.90399,1672.746782,1676.327033,1669.639408,1605.06932,1668.137621,1653.284201,1697.049462,1636.293729,1540.718145,1627.12221,1593.495047,1459.08133,1524.841796,1411.997852,1355.960512,1325.571517,1290.229061,1294.331083,1160.301643,1077.790275,1232.340619,1297.285306,1090.808064,1127.89624,1220.719957,1169.000001,1167.716345,1005.291478,910.357115,1022.481938,734.768437,880.589972,1100.82261,1225.153905,1179.185405,1204.335612,1276.945358,1302.932525,1178.443652,1258.214337,1181.579202,1218.03106,1106.882897,1077.799116,975.710981,971.712493,872.455652,860.612692,709.305979,648.908163,511.204662,402.102134,359.966803,289.370479,267.946914,224.261479,156.68719,121.06375,76.261128,59.782811,40.63229,18.316642,51.157069,"2008mujeres.xls","2008","mujeres"
"398","23 Jaén",333526.377613,3235.577085,3404.917528,3251.713825,3305.771453,3387.282773,3232.023146,3263.417392,3415.306716,3510.185986,3347.458878,3508.629157,3519.411742,3788.413948,3737.73428,4127.410592,4307.759824,4132.33731,4236.753459,4370.16163,4133.386686,4243.575874,4393.437934,4374.746776,4435.808977,4494.00213,4490.189389,4444.169423,4804.63161,4688.272503,4782.889481,4659.332669,4722.16266,4647.170583,4705.886101,4615.762857,4819.044819,4589.804164,4808.64875,4960.90038,5132.862029,5256.119713,5025.981721,5325.042085,5573.104585,5163.013922,4959.767478,4866.913605,5035.594706,4534.633292,4606.171524,4182.20894,3965.048559,3683.37161,3426.992019,3662.117617,3462.521558,2921.61376,2878.835319,3320.552458,3561.237736,3141.67848,2668.305147,3212.399683,3129.216307,3213.687883,2879.541798,2619.015373,3885.533149,2162.777247,2933.985505,3483.531119,3510.204421,3484.425523,3424.697774,3588.550381,3350.350689,3278.57803,3263.229257,3102.836391,2947.974174,2554.927611,2503.298656,2165.693275,1986.853537,1638.813386,1555.685863,1313.254235,1126.376254,866.3243,732.148755,556.754618,450.813685,353.527041,293.432063,235.635334,181.095908,122.184106,72.97794,33.336645,16.7222,46.209144,"2008mujeres.xls","2008","mujeres"
"399","24 León",252441.271139,1730.363355,1615.162157,1643.138661,1700.455921,1734.110726,1725.195718,1643.930002,1675.068641,1668.790415,1637.016861,1709.222968,1744.752731,1690.117445,1768.136154,1817.571984,1979.112358,2018.685353,2146.706852,2217.566533,2334.824664,2398.267005,2656.942579,2646.573981,2864.754716,3027.494647,3132.05754,3143.797618,3293.24588,3283.458289,3453.215135,3462.137897,3480.38135,3445.946101,3499.075532,3400.542578,3392.829284,3480.69566,3535.024773,3612.385816,3592.922027,3613.804226,3683.364287,3719.960199,3994.576156,3793.218508,3857.223488,3737.692952,3825.260706,3779.757723,3530.776792,3687.457635,3429.343645,3223.577828,3050.620066,2968.076456,2861.34307,2871.431465,2780.500618,2871.476405,2996.611514,2674.435115,2756.631587,2945.045713,2719.213457,2785.0769,2605.476592,2508.454007,2856.359897,2142.979266,2371.405043,2772.221165,3508.362999,3432.684377,3392.369825,3344.65327,3561.942044,3295.689581,3167.68818,3104.627836,3156.684836,2877.64526,2750.417052,2468.908101,2390.75681,2287.122717,2006.765222,1772.549915,1495.685026,1136.721775,986.234661,800.789445,674.324109,619.9072,474.235794,372.481451,305.688289,204.400525,155.834806,106.574363,76.124854,98.350428,"2008mujeres.xls","2008","mujeres"
"400","25 Lleida",207501.276216,2224.798454,2184.712032,2225.442604,2137.550775,2026.89218,1901.552908,2015.836449,1961.254716,1907.939599,1861.956152,1849.95012,1738.752209,1727.260921,1784.915152,1844.906224,1843.882058,1873.811594,1902.949987,2013.912508,2110.292583,2172.893733,2296.042413,2366.463845,2473.400104,2711.506467,2866.509775,3020.645967,3216.014241,3454.45621,3451.948913,3483.379286,3582.993752,3418.000106,3523.595154,3432.643874,3325.958267,3044.975704,3237.249045,3161.892347,3183.050885,3067.330495,3023.278711,3140.516968,3241.403683,3079.640162,2986.473629,3100.273823,2974.994544,2854.823214,2736.38704,2707.423903,2454.096672,2448.483423,2339.566289,2358.386066,2362.906106,2126.281795,2200.440681,2222.21988,2316.004578,2141.466634,2022.748846,2063.421737,1984.591109,1964.306507,1766.70294,1697.756767,1984.578273,1059.432633,1485.068412,1783.196352,2106.963398,1994.462133,2115.444663,2072.960458,2068.790442,1958.275136,2056.055989,1875.818948,1909.461645,1727.985651,1705.246711,1622.937979,1493.911176,1335.368679,1311.425935,1042.653305,1022.681407,761.155284,717.828382,564.706183,449.724882,359.445937,285.212927,204.574228,166.109031,102.787514,70.795135,51.171949,41.780881,49.149043,"2008mujeres.xls","2008","mujeres"
"401","27 Lugo",181293.983798,1085.060714,971.997807,1029.780124,998.421549,1077.750563,937.651964,1003.620039,1120.272191,1028.105088,1072.117742,1022.935007,1052.562064,1109.75468,1196.924306,1299.307552,1297.947876,1349.934358,1475.655052,1506.418511,1583.268714,1687.176322,1700.508679,1880.178248,2013.043169,2083.891802,2065.649981,2202.69086,2355.918258,2470.718464,2399.708945,2352.927682,2543.132753,2474.389422,2384.031014,2357.587227,2345.971761,2387.354688,2400.711531,2541.412579,2482.197835,2467.967308,2602.559325,2466.150649,2552.559753,2459.185265,2538.638442,2581.401834,2514.871027,2507.134214,2461.879806,2363.724519,2293.665997,2156.423401,2174.851256,2167.750987,2090.741364,1942.884494,1994.72036,2072.228226,2076.5116,2070.264724,2158.437023,2219.589592,2080.080594,2166.6111,2126.525799,2078.317867,2331.429306,1730.080958,1888.588805,2286.674013,2707.983754,2700.448893,2675.78384,2701.471506,2683.280746,2517.696496,2569.892302,2328.185987,2392.484157,2230.203005,2123.305408,2048.290033,1905.835279,1785.529105,1675.29115,1399.717701,1354.194492,1043.805521,976.173605,765.064525,683.680153,485.706383,437.928754,338.814596,247.20787,191.831644,134.939698,101.956569,34.367688,81.776209,"2008mujeres.xls","2008","mujeres"
"402","28 Madrid",3207901.512963,36324.818331,34909.837179,34061.583033,33468.105908,33158.040507,31441.798077,30709.083208,29468.023152,28062.670339,27071.053435,27044.934969,26858.63249,26254.299378,26503.405625,27448.812246,28232.683853,27869.07059,28300.408823,30009.098335,31530.525335,33887.283962,36134.19439,38692.780531,41447.737439,43517.518059,47970.391599,50606.43081,52967.549337,55786.867475,58523.421669,59649.969432,62340.825856,61507.964477,61557.860107,59218.933154,58262.220837,57872.568845,55630.618084,54790.253872,54560.655926,54269.719376,52028.24727,51856.70599,52047.300764,49989.346013,48043.706682,46571.89644,46558.763521,45348.669496,44719.524663,43915.216295,41001.515761,39864.58226,38023.997805,38003.282678,37514.716906,35343.681617,34886.033077,36492.674589,38365.396915,34318.239523,32274.049097,33855.112427,32660.395972,31154.264727,26358.622953,23641.637691,30622.742499,19555.605516,22679.298129,24712.589631,26748.889712,25017.452351,24948.956118,25389.375945,24528.90146,23031.985379,22933.006886,21854.238446,21264.306153,19094.36275,18310.43324,16748.687356,15596.524984,14548.826027,13705.046075,11594.901984,9946.309355,7972.122314,7027.65189,6067.675867,4936.517461,4103.680148,3419.503664,2807.031494,1918.456727,1386.054598,944.404154,629.423617,404.935989,691.383862,"2008mujeres.xls","2008","mujeres"
"403","29 Málaga",772704.740088,8946.300952,8702.403497,8763.10184,8554.735635,8423.311693,7907.20889,8036.903524,7874.963337,7767.65553,7543.572283,7536.799133,7503.754002,7519.394386,7529.564036,7785.725726,8256.113427,8132.742185,8181.192605,8443.320036,8554.807924,8856.066812,9292.694457,9690.441602,10392.07919,10788.19522,11355.966118,11951.634483,12437.546833,12613.937648,13144.843691,13240.876615,13453.290216,13493.532844,13278.972356,13301.354104,13335.242504,13017.564915,12815.602161,12840.882573,12760.463383,12995.126392,12539.489373,12611.31274,12766.569919,12325.110283,11628.00399,10918.552216,11109.201111,11012.658529,10533.879593,10255.143091,9548.980255,9365.37607,9169.233444,8866.063475,8854.834277,8315.984136,7712.285153,8291.510392,8895.804978,8330.799245,8003.050342,8313.441604,7703.686168,8030.462385,6929.657855,5966.048415,7308.231097,5810.267692,5932.490924,6718.28244,6654.522534,6186.157381,5995.75341,5893.269743,5885.595636,5414.315547,5322.42074,4833.827414,4562.221202,4080.802861,3913.019217,3617.915288,3179.618852,2878.529775,2689.013646,2115.267914,1920.213724,1403.919035,1213.856935,967.03232,747.510858,617.42102,523.696739,384.628182,303.620052,208.223903,130.960627,94.197723,55.290637,125.621223,"2008mujeres.xls","2008","mujeres"
"404","30 Murcia",699871.61882,9022.901159,8810.960086,8577.500911,8369.554042,8369.107691,8045.098708,8200.653045,7850.784728,7485.715172,7473.628518,7584.712055,7332.200608,7376.290876,7041.471634,7551.820233,7749.575873,7793.076074,7993.249329,8016.577509,8161.749888,8562.854717,8612.325519,9342.236194,9716.201478,10282.095592,11202.00667,11609.774836,12033.261446,12157.175937,12769.995532,12606.798775,12660.907344,12435.788058,12430.332292,12013.219747,12065.192656,11609.343038,11571.824568,11431.991924,11470.04915,11573.254636,11330.801025,10928.707509,11013.702097,10298.327466,9520.945796,9558.499747,9634.624106,9263.42679,9051.176746,8718.192756,7635.584428,7555.981304,7129.397562,7156.452168,7117.009222,6904.097388,6632.427033,6686.886704,7052.1457,6521.62868,6401.058651,6734.083638,6104.580539,5667.037162,5063.117141,5020.481564,6598.960978,4070.437575,5595.361637,5346.174908,5638.441371,5425.77536,5419.440082,5503.89538,5265.974539,4880.508746,5211.045835,4615.099527,4470.081689,3948.128542,3976.767237,3578.400482,3304.752121,2650.317661,2651.770916,2085.73407,1602.504609,1392.0062,1136.746556,931.994304,770.244751,569.653273,471.698906,332.790444,281.385273,175.288342,116.740723,78.053621,45.45418,66.357812,"2008mujeres.xls","2008","mujeres"
"405","31 Navarra",308215.540062,3225.665952,3321.751809,3190.483999,3160.852796,3260.696126,3029.10616,3075.404578,2959.554873,2847.726514,2875.058369,2857.308376,2851.11566,2691.355368,2715.536604,2603.031663,2643.193099,2696.8985,2707.583816,2843.563856,3029.544469,2992.231388,3180.62361,3390.513941,3486.591366,3642.180539,3976.718542,4450.23811,4536.589678,4718.461376,4941.432346,5126.820996,5223.823782,5394.074456,5138.242131,5050.191445,4945.368412,4992.514198,4957.54216,4977.169726,4813.041416,4821.447338,4885.503968,4684.176962,4853.974772,4585.214089,4519.960256,4471.179713,4376.133499,4262.357878,4131.990734,4229.567134,4035.912832,3760.721043,3608.130728,3676.910535,3636.960003,3412.881811,3410.320576,3465.930047,3687.974749,3425.339057,3308.93356,3458.092345,3086.023007,3168.070927,2750.741947,2604.787173,2825.762988,2188.749062,2281.757404,2399.659106,2785.096924,2836.254258,2705.70418,2728.992767,2815.724341,2663.923077,2728.457157,2516.85943,2517.252547,2331.174639,2308.584112,2216.64339,2007.713195,1898.560733,1777.400981,1561.174457,1433.521658,1060.268144,970.997419,782.702865,700.344377,605.082858,483.798662,354.700807,281.019675,220.791545,139.289201,100.81539,56.787047,90.936778,"2008mujeres.xls","2008","mujeres"
"406","32 Ourense",172727.992258,1036.788024,999.536552,954.179638,978.453246,1019.674781,947.920507,952.417952,957.429329,975.970795,997.117925,1005.525059,1003.544137,1076.404878,1077.688756,1243.54974,1217.265563,1269.88935,1295.960499,1444.750241,1478.369524,1508.75155,1615.93144,1668.187367,1717.010753,1937.800371,1849.683897,2016.804156,2137.917567,2228.338153,2241.336133,2295.113209,2426.04486,2326.468445,2225.367542,2181.356117,2142.735422,2177.919981,2138.074673,2259.955146,2237.690648,2317.408302,2226.091562,2198.455895,2232.719187,2270.554458,2202.055403,2308.993714,2406.906798,2314.715535,2222.346376,2198.93581,2130.105111,1913.075339,2033.861754,2070.18293,2168.651281,1998.157158,2105.083369,2159.077811,2160.233716,2097.161334,2275.844449,2390.400197,2293.429818,2382.427769,2163.37002,2134.585222,2304.620648,1759.507623,1775.894111,2212.279092,2631.620708,2589.959823,2713.076866,2673.813593,2688.750799,2369.737476,2382.079041,2296.076134,2258.677078,2112.302784,1942.838692,1868.264216,1766.536866,1753.838288,1766.043727,1316.859669,1266.252927,943.471673,943.134206,787.5325,693.210227,584.246474,481.223962,347.754707,295.122989,205.148206,112.173789,93.194747,62.553925,90.440448,"2008mujeres.xls","2008","mujeres"
"407","34 Palencia",87255.314964,566.277986,647.397713,655.459564,593.630009,625.293055,615.50294,583.231439,599.394587,642.864183,567.000644,624.810805,701.798771,684.504122,676.670006,711.938525,711.729974,764.808867,816.26051,816.083294,815.772634,927.858788,948.144262,999.217967,1081.160388,960.682474,1043.432574,1168.47814,1153.526197,1141.282385,1178.347162,1165.582509,1195.942225,1199.918087,1111.973581,1165.741429,1113.454649,1193.284818,1157.476948,1161.911933,1184.08852,1274.790391,1248.200303,1350.728377,1385.251004,1297.421231,1347.689087,1356.049676,1409.200542,1345.617115,1342.432682,1384.355296,1289.933133,1176.798159,1067.132593,1141.959313,1079.035145,971.791485,984.794846,1034.489304,977.546757,878.900246,859.013618,917.948063,942.595189,967.819299,890.616751,766.451014,812.364402,635.853396,669.586138,818.917002,1038.705788,979.458293,1055.040166,1008.314437,1111.438105,1037.443489,1167.246045,966.993949,1034.492405,979.128898,971.347277,837.312309,845.941191,807.862515,743.724131,624.171163,484.561979,429.745581,398.950498,300.911509,267.985152,213.322811,186.043465,143.653946,117.801829,65.644207,49.230625,38.398852,20.849646,32.378482,"2008mujeres.xls","2008","mujeres"
"408","35 Palmas, Las",516417.099369,5066.051759,5709.782617,5565.563468,5670.684803,5653.35283,5629.368855,5723.653181,5466.289151,5565.084765,5283.463634,5490.599599,5431.76974,5152.736018,4985.686876,5243.980236,5439.381026,5491.105423,5611.358663,5858.565052,6224.393946,6269.530397,6478.287467,6920.416631,7294.452601,7729.317685,8207.089664,8624.853243,9084.955344,9195.788418,9435.635393,9260.239079,9424.444191,9558.77835,9853.54015,10092.158343,10057.591324,10076.823196,9947.331928,9682.9764,9286.722883,9441.226955,9201.966319,9207.763289,9121.883219,8584.781435,8321.700854,7972.795143,7709.572158,6993.159816,6924.544828,6513.187074,6322.137827,6186.269148,5969.873054,5884.345673,5804.755925,5460.622313,5276.474681,5149.917888,5012.579196,4815.247548,4842.217589,4900.047249,4442.448582,4093.87425,4231.555468,3625.265453,4003.018028,3066.488823,3183.630887,3494.605301,3836.025562,3584.892775,3509.373897,3452.863984,3390.809425,2993.582805,2723.145426,2501.337298,2357.327312,2111.249951,1826.515279,1674.104286,1621.182826,1362.596303,1297.968834,1010.861887,893.485101,644.918884,619.139634,559.87666,422.446791,394.014238,341.817163,228.778959,165.789921,119.00198,90.254075,59.448016,51.147954,71.381841,"2008mujeres.xls","2008","mujeres"
"409","36 Pontevedra",485830.817149,4096.774837,4093.349058,4126.409335,4144.788992,4024.370945,3900.356847,4001.772657,3865.816478,3799.946667,3714.870227,3664.683094,3725.57644,3724.396392,3839.138262,4108.582904,4395.217353,4325.549601,4400.351468,4733.941906,4752.637952,4857.360016,5109.114817,5355.068879,5671.764809,6050.497459,6394.330166,6930.327215,7472.118358,7833.096876,8200.956035,8335.266146,8541.218286,8356.000944,8006.074709,7822.990804,8013.378653,7617.420939,7686.33463,7637.627254,7540.093949,7473.46208,7158.316225,7172.513657,7022.016473,6802.184808,6828.42605,6916.809594,7035.668354,6642.795496,6722.740208,6482.307751,6595.96743,6270.866843,6163.158362,6037.780237,6013.644819,5581.128469,5678.167013,6083.921785,6211.373603,5393.126174,5961.023663,5998.035523,5607.19757,5324.962677,4580.141097,4468.696869,4963.173075,3715.695467,3953.680924,4603.665602,5299.428989,5176.472491,5240.932233,5153.565593,5113.735859,4642.527914,4555.797733,4145.630336,4092.606492,3629.924338,3403.857495,3323.259156,3125.378273,2884.404473,2639.771068,2222.191931,2074.081252,1675.862792,1555.351881,1213.791867,1064.928642,882.100922,627.019874,515.147753,403.706119,277.319624,186.986882,133.157259,92.716566,146.941085,"2008mujeres.xls","2008","mujeres"
