"","Provincia","Total","0 años","1 año","2 años","3 años","4 años","5 años","6 años","7 años","8 años","9 años","10 años","11 años","12 años","13 años","14 años","15 años","16 años","17 años","18 años","19 años","20 años","21 años","22 años","23 años","24 años","25 años","26 años","27 años","28 años","29 años","30 años","31 años","32 años","33 años","34 años","35 años","36 años","37 años","38 años","39 años","40 años","41 años","42 años","43 años","44 años","45 años","46 años","47 años","48 años","49 años","50 años","51 años","52 años","53 años","54 años","55 años","56 años","57 años","58 años","59 años","60 años","61 años","62 años","63 años","64 años","65 años","66 años","67 años","68 años","69 años","70 años","71 años","72 años","73 años","74 años","75 años","76 años","77 años","78 años","79 años","80 años","81 años","82 años","83 años","84 años","85 años","86 años","87 años","88 años","89 años","90 años","91 años","92 años","93 años","94 años","95 años","96 años","97 años","98 años","99 años","100 y más años","file","año","sexo"
"1123","08 Barcelona",2791862.222339,25258.225105,25542.60495,27008.67929,28768.148282,28968.186532,28530.830378,30522.469746,29485.82439,29423.69086,28896.448518,28615.118204,27539.444468,26624.345235,25920.962548,25899.34497,25134.023568,23558.752922,23934.134481,23175.710612,23449.010746,23736.35777,24555.669136,25479.255755,25688.447631,26343.219184,27617.773167,28594.29263,29623.18262,31506.777975,32874.612362,34672.167532,36122.248371,38670.611749,40380.144342,42765.021714,44186.552686,46828.772556,48054.133321,48794.0585,49063.37442,48393.919075,47057.703959,46432.818667,45056.994475,44378.749592,42856.944233,42107.314263,42533.174445,41691.052783,41216.831045,41128.366555,39109.587743,37777.589579,37139.042454,37310.560665,37009.573214,36738.273095,35816.481518,33537.851979,32786.643549,31946.889414,31922.200096,31932.156804,30139.505945,29240.646208,30890.033111,32865.245032,29475.351786,27881.537544,29582.759438,27863.657258,26868.255728,22534.852417,21215.721836,26305.273416,15382.08458,18504.874825,22153.138473,23548.019401,22017.58692,21096.755536,21402.670496,20548.253744,19064.17373,18262.661148,15969.372193,14791.687828,13276.790338,12367.531549,10466.356113,9091.809045,7478.189421,6432.132905,4783.161269,3745.059773,2606.330531,1923.463459,1418.678035,953.564386,634.329728,1387.358766,"2015mujeres.xls","2015","mujeres"
"1124","48 Bizkaia",589272.099636,4784.099933,4725.413307,5027.515266,5348.801101,5255.7195,5260.8339,5578.316755,5170.5469,5124.492565,5233.675589,5101.324058,5078.225439,4874.319216,4586.659832,4572.844502,4553.673211,4281.410774,4321.341492,4320.165221,4073.136036,4263.782481,4291.379506,4451.844955,4527.88308,4549.11796,4899.956356,5211.580585,5563.987911,5639.325921,5972.527343,6224.307125,6625.395111,7007.602267,7460.466395,7607.712819,8205.518453,8883.672247,8939.212901,9508.348674,9399.877358,9323.766126,9040.717017,9230.406072,9296.165442,8990.088003,8988.745292,8915.596051,9078.086483,9170.206495,9359.661001,9521.241229,9343.761257,9032.336395,9059.9709,9085.663939,9210.232655,8948.201853,8779.824326,8277.843162,7935.362904,7607.927158,7588.531115,7501.503022,6884.282291,7273.154988,7330.410133,7459.178646,6819.646976,6762.85562,7085.631644,6677.297131,6415.513902,5420.722394,5298.053584,5808.834565,4335.533497,4707.498213,5300.899906,6108.275415,5561.83236,5643.604182,5662.788416,5589.279314,5060.029241,4765.700651,4208.270464,4052.107967,3581.577056,3174.172779,2706.485551,2285.379951,1925.399365,1501.659861,1216.390054,849.813843,596.811619,454.648144,332.968081,222.115441,133.752924,267.671525,"2015mujeres.xls","2015","mujeres"
"1125","09 Burgos",180466.310729,1359.286671,1456.212568,1492.632983,1511.688689,1521.0586,1556.117171,1713.395695,1571.291528,1522.36133,1570.204428,1546.048773,1518.548178,1451.409405,1504.007007,1512.267964,1513.513418,1379.006487,1534.161327,1443.46256,1397.140167,1465.753265,1578.679727,1607.061057,1607.9881,1679.129035,1733.827515,1800.521727,1808.212351,1897.389347,1930.508847,2011.046517,2081.138037,2068.124127,2203.731286,2369.113204,2419.774186,2591.122909,2697.206452,2800.616174,2783.06795,2790.141761,2668.407433,2713.152727,2673.469986,2684.450326,2729.860089,2806.54988,2786.182936,2714.411267,2837.614266,2994.991324,2750.447535,2720.105818,2631.032348,2717.165975,2645.428417,2576.044045,2603.698012,2375.000971,2267.937619,2200.684303,2186.360804,2104.523193,1958.983222,1980.785376,2038.653623,2017.780838,1905.009582,1908.262131,1928.864071,1793.529916,1812.276402,1666.628307,1545.878139,1712.244889,1229.201533,1356.491503,1486.696761,1848.444649,1721.856956,1778.577875,1777.633658,1753.191912,1635.118635,1668.467934,1476.129738,1421.132076,1219.141515,1176.564612,1023.183952,897.363252,802.930238,659.904049,503.988049,389.195402,257.092489,224.564655,147.62592,106.222806,81.441094,169.765173,"2015mujeres.xls","2015","mujeres"
"1126","10 Cáceres",202966.882147,1527.012232,1446.996896,1429.609296,1563.158216,1675.983005,1705.129995,1771.349539,1746.459128,1801.622843,1845.89008,1814.489926,1782.195483,1767.973349,1817.970531,1891.186043,1852.582074,1798.066851,1774.630914,1922.129904,1945.304441,1977.889091,2045.376556,2258.962466,2171.644168,2209.285169,2272.021455,2289.290866,2253.862338,2315.321357,2255.235158,2269.530549,2285.161122,2455.37221,2544.346257,2666.514409,2636.703399,2695.430603,2689.912946,2816.273081,2700.973993,2820.939117,2761.723715,2925.077155,2918.625001,2929.138381,3017.907358,3096.842712,3130.739115,3227.861224,3274.070194,3328.534567,3249.330324,3176.405975,3115.667632,3059.715927,3000.28804,2896.214301,2804.0794,2502.93387,2420.281735,2211.530581,2257.367335,2271.944613,2053.552248,1968.051866,2083.62837,2178.859232,1950.920247,2001.172383,2077.064542,2222.653201,2220.558558,1790.442337,1595.670706,2177.015693,1682.214297,1647.401254,1807.115294,2261.40451,2280.369655,2142.943618,2155.633017,2081.049232,1931.027251,1655.431845,1578.30358,1478.92217,1211.480294,1133.78011,988.333065,824.782597,653.480262,516.92586,412.442083,298.502849,213.353032,185.827872,116.297665,78.396095,62.812439,162.996607,"2015mujeres.xls","2015","mujeres"
"1127","11 Cádiz",627494.613939,5854.726294,5769.13956,6336.607098,6481.950111,6952.710489,6986.240697,7441.259907,7521.653054,7555.79265,7285.110174,7085.943525,7008.852202,6820.03392,6673.553008,6493.592403,6568.400695,6320.92454,6280.967477,6132.98347,6248.237264,6296.229962,6691.925844,7149.911066,6981.598743,7312.576462,7383.882987,7539.438789,7638.658361,7631.987609,8017.953409,8430.59928,8690.874765,9096.030594,9276.147589,9766.942706,9924.514475,10257.452147,10655.156135,10584.242129,10433.503583,10360.31409,10168.455985,10145.389229,9838.449726,10236.365259,10111.958662,10204.111899,10208.977821,9769.891194,9867.583099,9919.902878,9331.633098,8743.62822,8716.010284,8561.176919,8620.004664,8361.665634,8432.67927,7365.443094,7279.82129,6711.018361,6886.950243,6671.928369,6286.187966,5740.25115,6087.69326,6459.788117,5726.592103,5683.040802,5882.70368,5464.182789,5724.083788,4432.186952,3986.324403,5106.732449,4114.423058,3847.672811,3941.643711,4220.205816,3972.716749,3644.098471,3621.007686,3717.342361,3148.03146,2887.875176,2408.820428,2128.778694,1787.295514,1598.221829,1288.634788,1136.591948,867.256222,723.859806,505.201392,371.945491,251.131442,208.53871,110.578548,82.237972,73.167048,165.904888,"2015mujeres.xls","2015","mujeres"
"1128","39 Cantabria",299154.281364,2198.515482,2345.131513,2418.181769,2510.571901,2698.629128,2725.900857,2855.524023,2702.960883,2596.091612,2734.357367,2697.520801,2618.803037,2499.729658,2438.266631,2503.258676,2370.955982,2221.984621,2196.471062,2243.345952,2246.762358,2190.158984,2410.383992,2445.250695,2536.576927,2614.809305,2648.395932,2920.894354,2917.025822,3065.445823,3291.781324,3516.437879,3677.778218,3841.51658,4130.92011,4428.83197,4619.154539,4875.753787,4949.052908,5082.823846,4999.547734,4754.647419,4804.571369,4854.983098,4599.308352,4747.847012,4533.70616,4522.490974,4638.397811,4685.944431,4643.888585,4444.640627,4605.776275,4422.170783,4420.969798,4522.34221,4671.875076,4469.769792,4498.897374,4034.795388,3980.328754,3911.737656,3920.625386,3755.643801,3554.723394,3561.001168,3636.813025,3702.499565,3379.763322,3183.944355,3144.809822,2966.605148,2794.234604,2534.149137,2347.467461,2547.383335,1872.128741,2132.716276,2450.125287,2685.918924,2577.13374,2603.440043,2594.149034,2644.682321,2324.381459,2312.474733,2097.258332,1954.312602,1660.850269,1596.746951,1408.249427,1210.913317,987.096677,796.280552,646.320477,528.072586,333.912834,297.50267,210.782762,118.812305,114.990433,210.772103,"2015mujeres.xls","2015","mujeres"
"1129","12 Castellón/Castelló",288540.31702,2575.567739,2685.975637,2834.383665,2898.779359,2919.940432,3047.661129,3209.285211,2957.95932,3189.357678,2947.36654,2920.736376,2887.16497,2867.071054,2791.264709,2734.950057,2708.96354,2636.148562,2612.221043,2518.177111,2590.645728,2587.91073,2721.732412,2745.056744,2837.178532,2877.460299,2942.265301,3231.609588,3252.832495,3183.280377,3298.299436,3526.884374,3681.419983,3945.201505,4124.160544,4573.588564,4820.746108,4949.894285,4979.280312,4986.75014,4956.561107,4942.274514,4705.757374,4682.360299,4545.029892,4555.395418,4658.062395,4727.377321,4710.851157,4331.044177,4214.53673,4258.601988,4138.968815,4018.943159,3969.227556,4073.901357,3764.367847,3687.793204,3559.646441,3247.1111,3447.927615,3117.231944,3105.466851,3202.48449,3101.747343,2891.200919,3057.355246,3209.305701,2769.768767,2778.143484,2834.881756,2750.389442,2782.652835,2325.689739,2252.18933,2857.076561,1526.480073,1925.956867,2334.550721,2221.819832,2170.884041,2166.28835,2208.778313,2007.260541,1808.256808,1882.127998,1671.291562,1517.674657,1241.570954,1174.800478,1017.58412,803.866822,724.969372,579.562525,448.978621,305.212006,215.61685,167.579128,122.717866,91.103689,54.37877,120.510593,"2015mujeres.xls","2015","mujeres"
"1130","13 Ciudad Real",258678.594456,2057.456487,2243.610575,2425.062871,2477.199818,2514.279294,2512.664133,2684.142731,2608.770802,2541.629808,2464.41756,2394.344623,2383.032163,2278.981943,2412.949476,2408.933195,2577.722977,2493.141495,2579.892151,2618.864057,2690.673639,2797.553183,2940.281707,3021.441998,3029.57797,3099.451894,3225.374317,3160.072968,3149.265214,3109.326495,3168.006819,3227.412832,3389.44068,3361.994356,3475.32846,3643.741372,3792.043592,3711.760398,3619.578111,3887.302187,3782.095522,3826.081315,3734.284169,3816.091277,3763.264397,3873.325768,3972.919979,3854.169873,4048.711471,3804.164037,3923.479156,4071.791708,3769.925583,3611.037328,3846.259045,3769.210288,3619.142667,3380.510369,3314.909281,2984.07737,2645.849649,2607.625933,2657.692826,2667.378762,2372.281875,2450.627119,2592.597657,2865.869274,2502.52894,2166.914519,2531.679203,2421.71366,2440.778039,2094.093394,1648.748973,2943.454186,1476.838144,2061.940957,2361.752655,2448.888421,2339.07861,2228.438357,2337.128038,2125.867548,2067.032536,2019.025541,1773.24537,1622.091863,1392.593798,1169.312259,1038.611242,847.568247,764.131861,530.964922,438.744077,323.773007,219.541158,159.738268,138.928374,67.817309,52.862995,120.669936,"2015mujeres.xls","2015","mujeres"
"1131","14 Córdoba",404859.59509,3491.043356,3498.641911,3664.864757,3771.628516,3798.031215,3949.739352,4177.936436,4008.232811,4213.349049,4119.517533,4087.411729,4080.234077,4003.132397,4047.129094,4069.724158,3984.527576,4005.255982,4047.077278,4003.585615,3989.33324,4330.960812,4566.845511,4765.856663,4715.326209,4866.410023,4804.231666,4720.388297,4786.005687,4836.685191,4862.626807,5055.046698,5042.556106,5320.165286,5298.957008,5654.607361,5650.241612,5911.690955,5946.548296,5958.116245,5874.456092,5944.295009,5792.582716,5958.424881,5933.985503,6101.337866,6131.946029,6135.905121,6528.323542,6305.197859,6277.258445,6696.271354,6338.131019,5895.299719,5861.189061,5803.544385,5538.876702,5622.390139,5266.297445,4918.211827,4711.201804,4455.450105,4453.432358,4234.346334,3877.195571,3295.324512,4027.229962,4472.61354,3917.603395,3397.954791,4056.217293,3904.470556,3851.624385,3333.563091,2972.650337,3798.72368,2848.4524,3035.617472,3119.320376,3569.25867,3485.27709,3237.482042,3497.467747,3215.737695,2966.598947,2728.955469,2534.498893,2380.884096,1961.221765,1760.365855,1480.629639,1222.287726,1089.051599,821.240587,603.903177,484.285871,325.634379,196.385686,159.363411,101.405577,81.962537,165.117441,"2015mujeres.xls","2015","mujeres"
"1132","15 Coruña, A",585671.187479,3921.361682,4169.671545,4311.806864,4437.92633,4599.465702,4766.694027,4823.790356,4552.439952,4547.857257,4638.763158,4450.16517,4420.621496,4209.65398,4338.497851,4218.070554,4198.131071,4025.432199,4054.601219,4085.085705,4195.190698,4284.083008,4671.404319,4773.904045,4764.959188,4975.765234,5103.714919,5407.184163,5621.654867,5770.076343,6130.284293,6703.606845,7095.491663,7577.076434,8026.371453,8549.367167,8795.941322,9590.232733,9433.739408,9672.32396,9795.260979,9452.156877,9296.034553,9231.426333,9261.030356,9050.113398,9148.777493,9122.828966,8929.777112,8988.498032,8750.749674,8746.544155,8592.05104,8289.53737,8248.97782,8316.844479,8326.685145,8262.510553,8214.709732,7853.322527,7382.960493,7342.745436,7430.873378,7474.001986,6989.446738,7130.880612,7480.466909,7792.174298,6915.702057,7420.280217,7344.114621,7001.672604,7022.82558,6072.804124,5689.985771,6121.180355,4580.039693,4763.94881,5614.98397,6545.302988,6324.068914,6363.857421,6000.11653,5769.694955,5010.267225,4775.186963,4430.050516,3936.844803,3429.120399,2978.298382,2566.379326,2199.356241,1868.280882,1593.113681,1149.641753,996.552276,676.175756,538.696053,401.51388,223.949188,186.254648,347.132273,"2015mujeres.xls","2015","mujeres"
"1133","16 Cuenca",101969.93402,765.694052,753.490052,784.552165,835.86129,835.144258,903.715922,904.766895,895.561743,934.163094,906.787224,941.75727,920.396413,976.333476,894.720925,960.955187,952.078429,1011.874185,922.744877,926.862662,992.66744,988.57606,1077.415476,1114.614511,1183.751092,1154.153748,1177.321847,1144.613715,1215.609566,1213.871396,1175.409061,1151.784607,1210.887121,1244.219211,1269.50569,1304.845023,1335.413106,1374.120088,1347.086221,1435.347403,1407.185582,1400.52734,1430.509238,1407.905246,1414.146141,1444.431724,1516.223225,1546.970272,1549.467593,1532.267459,1516.008018,1530.486902,1629.363473,1520.993087,1476.276693,1503.775908,1400.716367,1283.770329,1280.255067,1092.64475,1057.768032,989.112539,998.02024,1065.355272,934.991472,1025.826352,979.273059,1025.022593,950.686642,936.386172,943.128378,969.091187,1051.636658,922.73342,944.686661,1480.750254,655.404011,850.281195,1130.886755,1161.528323,1104.274255,1109.648844,1180.979685,1000.750794,964.190526,968.554678,925.343952,817.739615,730.97735,598.406083,501.108275,459.674949,339.42883,317.4477,249.855342,171.97745,120.877225,98.653246,53.975832,44.761638,35.624114,80.517507,"2015mujeres.xls","2015","mujeres"
"1134","20 Gipuzkoa",362394.529493,3118.230963,3091.909231,3269.255353,3462.41799,3672.290088,3491.43791,3587.06304,3653.685913,3594.030376,3421.410814,3521.487709,3396.074212,3318.751486,3185.504159,3149.769541,3134.074274,2949.275271,2941.80553,2968.731506,2804.140876,2778.478597,2898.728147,2917.19043,2895.526476,3087.084988,3113.335231,3206.889842,3206.058447,3470.968677,3535.55298,3758.677981,3995.455825,4236.700569,4548.24105,4673.292739,5089.507231,5430.527998,5715.359413,5769.512972,5702.871534,5880.190899,5642.764102,5664.910348,5544.693535,5471.224605,5479.956774,5367.386913,5440.103395,5488.657505,5573.410735,5703.002131,5449.969791,5331.025025,5247.828725,5328.495551,5334.798717,5164.03403,4945.802194,4820.370961,4714.8638,4571.33691,4535.763534,4533.102659,4407.466456,4348.336949,4481.379878,4618.660762,4399.412306,4340.022544,4462.635918,4068.145531,3976.536297,3267.329865,3169.085519,3408.989893,2627.518042,2730.623721,3075.71606,3390.89548,3276.211345,3307.156883,3180.800621,3160.565021,2786.093756,2706.683186,2478.261853,2359.21952,1981.233258,1854.504424,1519.924607,1399.043474,1141.250733,874.055129,737.352823,562.199274,370.086003,305.020956,222.570122,137.674717,108.076732,158.789627,"2015mujeres.xls","2015","mujeres"
"1135","17 Girona",370250.470299,3559.220878,3696.374817,3921.434574,4045.95153,4140.033996,4112.463465,4476.369074,4004.603589,4211.350724,4042.845884,4110.938109,3949.508295,3522.459372,3702.997136,3711.688088,3468.460136,3462.527426,3475.167847,3410.027009,3322.468488,3508.746036,3440.453745,3692.609128,3672.813513,3767.415308,3876.541519,4051.080265,4050.632492,4299.614701,4440.067776,4568.710905,4907.244073,5053.662919,5401.1295,5908.490055,5993.122762,6296.077372,6337.091989,6220.607249,6230.744467,6190.082721,5993.171062,5946.631866,5844.143613,5733.714222,5662.48088,5596.062061,5643.524619,5401.374967,5367.847158,5597.051071,5259.157884,5191.449794,4961.935459,5041.097441,4919.207944,4897.472623,4709.685046,4572.019414,4321.410127,4210.494148,4029.164717,4062.489621,3843.701124,3820.760843,3691.862491,4024.908328,3768.688508,3384.010803,3355.101992,3261.818365,3094.888777,2743.181691,2645.940912,3123.890142,1689.543534,2176.073613,2649.284179,2811.779127,2693.737373,2647.650564,2592.321658,2592.052629,2364.976382,2400.16124,2016.979465,1890.41766,1685.171678,1576.71481,1357.883188,1101.831225,947.405164,827.521445,653.348121,484.43053,326.597461,241.996282,169.398766,117.181419,92.585028,169.259113,"2015mujeres.xls","2015","mujeres"
"1136","18 Granada",463638.07022,4099.737366,4023.107757,4323.723512,4405.388298,4485.13895,4711.510669,5156.709559,5224.387235,5195.340653,5035.174083,4870.533997,4887.775378,4606.656213,4754.304578,4704.89225,4688.145411,4772.088861,4659.032602,4807.33065,4706.030935,4717.827936,4991.687099,5272.704125,5299.540912,5362.781199,5519.918634,5555.131277,5704.371787,5723.402794,5812.093419,5993.887236,6210.312226,6411.621335,6734.405304,6935.337258,7154.971443,7188.614819,7204.527425,7228.758212,7251.514907,7142.163517,7041.996783,6923.607445,7100.484237,6904.728203,7072.461448,7120.516759,7490.192041,7204.331302,7287.759104,7493.264888,6844.059384,6699.318215,6526.322421,6621.286787,6336.876692,6401.068035,5936.099744,5451.76711,5137.359449,5046.818131,4908.721486,4743.106204,4502.039427,4372.265506,4503.531305,4869.301059,4432.768781,4071.63264,4518.943326,4058.452573,4181.380716,3554.986241,3307.513726,4180.033856,2929.232433,3078.266216,3574.773749,3883.980851,3585.844491,3494.974882,3487.551405,3247.77998,3000.675184,2881.293175,2507.911605,2088.473841,1868.76018,1655.986818,1345.795187,1159.999953,852.00829,767.01538,506.926696,398.928603,241.441944,175.652324,150.835198,113.612741,98.54299,164.229259,"2015mujeres.xls","2015","mujeres"
"1137","19 Guadalajara",124916.945469,1192.888623,1267.058368,1375.729204,1442.632567,1460.637777,1536.597857,1553.055531,1470.062823,1430.960425,1408.125246,1397.749383,1489.972131,1349.184192,1288.735529,1314.697008,1211.510847,1209.238016,1229.327784,1129.654143,1128.302634,1122.765985,1148.535741,1276.767223,1163.800824,1173.940351,1275.543646,1430.226492,1423.41188,1454.352368,1546.086917,1612.793437,1867.598963,1948.205512,2054.128318,2155.481336,2284.633499,2322.770384,2345.481819,2497.360257,2337.233607,2255.482857,2219.882549,2176.257342,2156.382229,2085.358114,1989.724556,2051.853956,1973.219311,1950.411729,1856.018188,1874.881203,1803.593347,1734.114452,1650.026322,1653.708594,1574.121731,1522.8912,1418.361177,1351.685562,1320.826065,1223.520858,1162.375364,1160.260663,986.693147,1104.613306,1043.808953,980.144462,931.81238,906.038165,882.570624,849.963273,849.732475,696.210632,650.227641,905.190994,543.613519,666.049314,801.164224,834.741756,835.474381,804.057806,808.96099,851.788528,723.835502,743.370416,691.27104,668.137048,569.969177,565.241434,499.485549,435.163959,394.206907,309.189998,250.832393,189.94949,117.098367,98.566728,65.565196,46.015694,34.005222,89.988763,"2015mujeres.xls","2015","mujeres"
"1138","21 Huelva",263591.170031,2534.911814,2557.402625,2538.097865,2736.308896,2821.883957,2881.06972,3059.390096,2959.114453,2896.714785,2880.112416,2682.341034,2742.202351,2641.990357,2661.285952,2665.766174,2608.601459,2623.067416,2464.213454,2514.117759,2593.47043,2629.275455,2883.904764,2768.329779,2948.739999,3007.336319,3179.211959,3153.753689,3214.367691,3404.700418,3388.73807,3489.520814,3719.640056,4153.531861,4147.371273,4300.600913,4381.812424,4480.573996,4493.924355,4705.940114,4490.116797,4527.300887,4438.707706,4389.128888,4364.772024,4283.363267,4379.103709,4304.44507,4399.305497,4110.205833,3910.752134,4055.191777,3835.650649,3617.520581,3576.762448,3546.547727,3390.83293,3357.034844,3277.501217,2901.492376,2913.859474,2631.625858,2567.307366,2635.246065,2477.552714,2324.29308,2409.136959,2696.092235,2532.686049,2116.559915,2476.782479,2275.578366,2373.848492,1837.615961,1627.522769,2261.89562,1664.398729,1502.348277,1651.605397,1973.980526,1908.901521,1703.00149,1951.312229,1699.038936,1493.669039,1306.768223,1176.338019,1094.881755,865.42266,778.98138,624.063042,546.456355,421.880801,355.671634,263.906829,222.699761,135.093621,133.832959,84.285696,52.571501,33.886189,119.496737,"2015mujeres.xls","2015","mujeres"
"1139","22 Huesca",109706.796938,855.487009,965.245421,933.995673,1002.391831,1061.503404,1027.191319,1073.128291,1018.961049,1002.289699,954.234579,1017.920725,966.436444,974.023992,1026.130335,958.835723,1005.007982,912.864443,966.139412,1002.787252,895.586684,975.604717,879.800304,1034.66372,1034.27134,999.844182,1007.210661,1083.967325,1118.071329,1216.412446,1176.887015,1186.021825,1228.167011,1385.066194,1435.994487,1539.005981,1563.236526,1624.417354,1655.893863,1662.960226,1679.690836,1627.263485,1660.585784,1584.940322,1583.648974,1629.821052,1682.74112,1663.912636,1637.469309,1575.43804,1642.458433,1650.27443,1692.048568,1594.275157,1554.294735,1631.085559,1584.650942,1455.279501,1484.01468,1398.14095,1337.649282,1293.297354,1278.993384,1263.074491,1129.851595,1055.352422,1214.672403,1245.133597,1068.618418,1081.447044,1147.58227,1121.421476,1109.380005,953.449939,858.964633,945.264863,686.649162,811.347721,1026.904402,1106.922955,1041.881623,1043.692185,1096.829513,1094.106418,987.097782,1000.083852,880.034797,904.418674,755.988442,693.054097,568.602411,556.450161,443.527751,360.063719,297.319106,251.500806,153.525895,111.565585,80.575026,67.564188,41.557848,101.687357,"2015mujeres.xls","2015","mujeres"
"1140","23 Jaén",328081.187083,2771.761834,2705.99299,2785.521178,2994.275759,2953.865674,3143.405739,3345.923797,3194.422768,3384.679259,3265.415939,3308.67953,3375.131373,3234.730249,3243.114038,3374.022182,3483.62366,3349.189567,3542.58076,3537.094691,3766.926446,3717.971705,4136.942377,4249.501803,4101.565295,4125.155595,4140.603332,3926.563757,3963.749796,4057.711613,3911.122438,4018.107587,4082.346997,4129.778881,4103.634849,4497.072494,4310.341261,4521.04187,4495.910544,4548.595442,4529.758103,4635.702325,4562.620795,4739.095463,4575.490441,4708.341919,4942.638605,5144.111637,5201.776427,5006.568004,5271.608771,5499.896808,5073.840263,4923.816379,4820.662059,4972.055538,4483.374245,4582.430995,4157.457927,3913.068236,3631.868306,3365.060278,3609.484875,3423.794061,2857.449403,2765.822599,3188.175189,3473.318075,3019.155304,2578.468349,3088.494665,3000.161261,3037.526815,2682.95214,2449.809279,3615.310361,1968.0661,2618.312982,3092.599902,3047.022274,2965.966507,2864.431443,2902.927976,2590.277979,2548.773378,2342.797574,2125.524933,1913.420853,1516.81126,1381.633424,1115.449849,918.438205,709.911937,568.422429,446.615905,361.124757,223.143023,158.457386,102.68844,82.469508,54.857275,131.800815,"2015mujeres.xls","2015","mujeres"
"1141","24 León",245798.079627,1440.473006,1449.885699,1559.613701,1624.194205,1755.039585,1709.039119,1747.647361,1777.646419,1686.891236,1716.099192,1763.210413,1822.3419,1785.393809,1700.802175,1740.945852,1725.216072,1684.090581,1809.495247,1806.694954,1756.816543,1833.357477,1913.361733,2106.410597,2141.102849,2256.283098,2285.359573,2371.167425,2337.832523,2564.134691,2520.66504,2709.475798,2794.879636,2912.001434,2986.168609,3220.378168,3199.792786,3350.347938,3402.955758,3445.131615,3454.263435,3515.967571,3425.812369,3386.423684,3501.479822,3554.699127,3687.081549,3656.103772,3631.094776,3719.272844,3741.145882,4009.21189,3833.415358,3876.617156,3782.717525,3807.669365,3787.26137,3556.159222,3674.052803,3394.744274,3203.699149,3045.073371,2952.114891,2875.612962,2868.691623,2785.755949,2880.027861,2980.068289,2632.946114,2746.305826,2898.182332,2664.503127,2707.416528,2473.121258,2405.067107,2717.738784,2016.630108,2215.82673,2545.59381,3217.030042,3116.270292,3010.590026,2965.721816,3039.59611,2734.703196,2516.610046,2407.251627,2344.519089,2008.509848,1783.088265,1509.935546,1330.804194,1190.420339,933.924307,760.003216,544.195535,367.72776,294.852436,193.963133,139.818149,135.079045,231.55218,"2015mujeres.xls","2015","mujeres"
"1142","25 Lleida",212864.313678,2031.539185,2032.673821,2167.659644,2211.507278,2183.766206,2276.567235,2439.652623,2208.805434,2154.391514,2220.32489,2124.727053,2032.88377,1963.599213,2042.949253,1994.063364,1951.416407,1872.610201,1924.619239,1863.766059,1824.571588,1976.346086,2095.511244,2097.125656,2115.868284,2167.850462,2300.015916,2410.664636,2357.53269,2452.121958,2438.23734,2554.495489,2719.546641,2852.435164,3009.206504,3241.343329,3363.26693,3399.197303,3513.76472,3550.967414,3388.976019,3511.191477,3365.634841,3330.59988,3095.120324,3267.02709,3180.772187,3217.746109,3167.912363,2991.496572,3123.929739,3222.198271,3105.121338,2984.915348,3073.16862,2952.578668,2834.144464,2694.624978,2662.654081,2415.669405,2405.912631,2284.5069,2319.644337,2330.185715,2049.951682,2131.834529,2158.551419,2256.831534,2075.167585,1985.669493,2006.430842,1952.804775,1891.398774,1693.886788,1633.469273,1880.951964,1001.205171,1395.339671,1643.37035,1901.354945,1776.621077,1886.738863,1806.064337,1736.686171,1590.154451,1602.643867,1413.949346,1403.918823,1180.649078,1089.806212,940.099942,836.844471,675.625707,583.831927,431.058442,355.759313,247.718597,182.99799,132.276547,92.578704,68.581711,108.166207,"2015mujeres.xls","2015","mujeres"
"1143","27 Lugo",174275.302958,1050.752756,1064.948748,1097.329989,1069.602237,1092.260295,1154.846742,1135.232572,1157.171619,1018.436115,1059.580819,1053.530248,1124.57422,1001.610017,1013.234564,1180.817409,1073.452555,1130.271737,1080.814231,1094.411982,1160.388226,1268.006268,1377.27787,1348.311682,1423.125416,1543.7771,1543.076283,1615.536505,1714.948081,1700.290783,1874.381179,1948.34942,2036.236017,2010.15824,2147.187972,2303.386822,2437.609803,2353.201975,2356.060695,2521.859516,2488.567373,2397.073913,2321.991994,2340.282192,2418.049089,2415.277749,2549.56423,2492.760017,2513.879541,2619.438997,2511.574785,2579.947674,2451.974718,2547.8106,2608.248866,2545.734342,2489.046331,2466.179695,2352.049805,2328.25375,2169.954128,2173.304311,2196.891303,2097.028964,1942.072026,1995.348838,2067.160101,2076.346265,2074.005574,2142.410885,2176.468174,2051.14932,2111.957921,2073.029053,1963.618518,2242.688649,1607.456332,1747.5888,2132.171831,2424.783339,2403.288,2408.794171,2316.7687,2279.620549,2046.551278,2028.429581,1780.070773,1757.549265,1497.538803,1356.581601,1199.586864,1055.455746,933.5251,757.850802,546.486907,451.746183,319.58399,276.064882,176.639031,151.103966,99.107139,193.770926,"2015mujeres.xls","2015","mujeres"
